"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
806,"宅地(土地)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","4",32000000,"330000","","320",100000,"ほぼ長方形","18.0","","","","","住宅","西","市道",5.3,"第１種住居地域",60,200,"2018年第１四半期","",""
807,"宅地(土地)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","8",16000000,"360000","","140",110000,"ほぼ長方形","13.3","","","","","住宅","東","市道",4.0,"第１種住居地域",60,200,"2018年第１四半期","","私道を含む取引"
808,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","10",34000000,"","","120",,"長方形","7.8","105","平成30年","木造","住宅","住宅","南西","道路",4.0,"第１種住居地域",60,200,"2018年第１四半期","",""
809,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","矢作町","矢作橋","9",33000000,"","","150",,"袋地等","3.0","105","平成30年","木造","住宅","住宅","南東","市道",4.8,"第１種住居地域",60,200,"2018年第１四半期","",""
810,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","薮田","東岡崎","1H?1H30",87000000,"","","210",,"長方形","12.4","155","平成30年","軽量鉄骨造","住宅","住宅","西","市道",8.0,"第２種中高層住居専用地域",60,200,"2018年第３四半期","",""
811,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","山綱町","名電山中","9",1000000,"","","320",,"ほぼ整形","21.0","90","昭和49年","木造","住宅","住宅","西","道路",1.2,"市街化調整区域",60,200,"2018年第４四半期","",""
812,"宅地(土地)","住宅地","23202","愛知県","岡崎市","山綱町","名電山中","16",14000000,"74000","","620",22000,"ほぼ整形","24.0","","","","","住宅","西","市道",9.0,"市街化調整区域",60,200,"2018年第３四半期","",""
813,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","山綱町","本宿(愛知)","12",16000000,"","","450",,"ほぼ整形","27.0","70","","","","住宅","東","市道",6.0,"第１種住居地域",60,200,"2018年第３四半期","",""
814,"宅地(土地)","住宅地","23202","愛知県","岡崎市","山綱町","本宿(愛知)","11",14000000,"200000","","230",60000,"ほぼ正方形","15.2","","","","","","南東","市道",6.5,"準工業地域",60,200,"2018年第２四半期","",""
815,"宅地(土地)","商業地","23202","愛知県","岡崎市","祐金町","東岡崎","7",22000000,"550000","","130",170000,"長方形","6.0","","","","","その他","南西","市道",4.0,"商業地域",80,400,"2018年第４四半期","",""
816,"宅地(土地)","住宅地","23202","愛知県","岡崎市","米河内町","東岡崎","1H30?2H",15000000,"130000","","400",38000,"不整形","12.0","","","","","住宅","北西","県道",10.2,"市街化調整区域",60,200,"2018年第４四半期","",""
817,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","米河内町","東岡崎","1H30?2H",15000000,"","","230",,"ほぼ台形","12.0","135","昭和63年","木造","住宅","住宅","南東","県道",7.5,"市街化調整区域",60,200,"2018年第２四半期","",""
818,"農地","","23202","愛知県","岡崎市","米河内町","","",15000000,"","","2300",,"","","","","","","","","",,"",,,"2018年第３四半期","",""
819,"林地","","23202","愛知県","岡崎市","蓬生町","","",700000,"","","740",,"","","","","","","","","",,"",,,"2018年第１四半期","",""
820,"宅地(土地)","住宅地","23202","愛知県","岡崎市","竜泉寺町","美合","26",14000000,"190000","","240",59000,"ほぼ整形","9.9","","","","","住宅","南東","市道",6.0,"市街化調整区域",60,200,"2018年第３四半期","",""
821,"宅地(土地)","商業地","23202","愛知県","岡崎市","両町","東岡崎","18",33000000,"360000","","300",110000,"ほぼ整形","26.5","","","","","店舗","北","市道",8.0,"近隣商業地域",80,300,"2019年第１四半期","",""
822,"宅地(土地)","商業地","23202","愛知県","岡崎市","両町","東岡崎","14",9500000,"280000","","115",84000,"ほぼ正方形","10.0","","","","","その他","北西","市道",7.8,"近隣商業地域",80,300,"2018年第４四半期","",""
823,"宅地(土地)","住宅地","23202","愛知県","岡崎市","六供町","東岡崎","16",27000000,"430000","","210",130000,"ほぼ台形","6.2","","","","","","北西","市道",6.0,"第１種住居地域",60,200,"2019年第１四半期","",""
824,"宅地(土地)","住宅地","23202","愛知県","岡崎市","六供町","東岡崎","18",39000000,"330000","","380",100000,"ほぼ台形","8.5","","","","","その他","南","市道",5.0,"第１種住居地域",60,200,"2018年第４四半期","",""
825,"宅地(土地)","住宅地","23202","愛知県","岡崎市","六供町","東岡崎","24",11000000,"220000","","165",67000,"長方形","9.0","","","","","住宅","北東","市道",4.0,"第１種住居地域",60,200,"2018年第３四半期","",""
826,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","六供町","東岡崎","16",4500000,"","","240",,"不整形","16.5","85","昭和35年","木造","住宅","住宅","南西","市道",3.0,"第１種住居地域",60,200,"2018年第２四半期","",""
827,"宅地(土地)","住宅地","23202","愛知県","岡崎市","六供町","東岡崎","16",14000000,"430000","","105",130000,"ほぼ台形","7.0","","","","","住宅","南","市道",7.4,"第１種住居地域",60,200,"2018年第２四半期","",""
828,"宅地(土地)","住宅地","23202","愛知県","岡崎市","六供町","東岡崎","15",19000000,"370000","","165",110000,"長方形","9.0","","","","","その他","西","市道",6.0,"第２種住居地域",60,200,"2018年第２四半期","",""
829,"宅地(土地)","住宅地","23202","愛知県","岡崎市","六供町","東岡崎","23",23000000,"310000","","250",93000,"不整形","18.1","","","","","","南","市道",4.0,"第１種中高層住居専用地域",60,200,"2018年第２四半期","",""
830,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","六供町","東岡崎","23",15000000,"","","550",,"不整形","15.0","165","昭和48年","ＳＲＣ","共同住宅","","北","市道",3.4,"第１種住居地域",60,200,"2018年第１四半期","",""
831,"宅地(土地)","住宅地","23202","愛知県","岡崎市","若松町","岡崎","21",12000000,"420000","","95",130000,"長方形","7.1","","","","","","南","区画街路",6.0,"第１種住居地域",60,200,"2019年第１四半期","",""
832,"宅地(土地)","住宅地","23202","愛知県","岡崎市","若松町","岡崎","18",4500000,"390000","","40",120000,"不整形","9.4","","","","","その他","接面道路無","",,"第１種住居地域",60,200,"2019年第１四半期","",""
833,"宅地(土地)","住宅地","23202","愛知県","岡崎市","若松町","岡崎","24",28000000,"220000","","420",66000,"ほぼ整形","","","","","","","東","道路",4.0,"第１種住居地域",60,200,"2018年第４四半期","",""
834,"宅地(土地)","住宅地","23202","愛知県","岡崎市","若松町","岡崎","20",8900000,"86000","","340",26000,"不整形","9.5","","","","","","南西","農道",3.3,"第１種住居地域",60,200,"2018年第４四半期","",""
835,"宅地(土地)","宅地見込地","23202","愛知県","岡崎市","若松町","岡崎","19",38000000,"190000","","660",58000,"不整形","40.0","","","","","","北","道路",3.0,"第１種住居地域",60,200,"2018年第４四半期","",""
836,"宅地(土地)","宅地見込地","23202","愛知県","岡崎市","若松町","岡崎","19",32000000,"240000","","440",74000,"ほぼ長方形","10.0","","","","","","西","道路",2.8,"準工業地域",60,200,"2018年第４四半期","",""
837,"宅地(土地)","住宅地","23202","愛知県","岡崎市","若松町","岡崎","18",230000000,"350000","","2000㎡以上",110000,"不整形","22.0","","","","","","南","市道",16.0,"第１種住居地域",60,200,"2018年第４四半期","",""
838,"宅地(土地)","住宅地","23202","愛知県","岡崎市","若松町","岡崎","20",34000000,"380000","","290",120000,"不整形","26.0","","","","","","北東","市道",6.0,"第１種住居地域",60,200,"2018年第３四半期","",""
839,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","若松町","岡崎","18",49000000,"","","180",,"ほぼ長方形","17.0","120","平成30年","木造","","住宅","南","市道",4.0,"準工業地域",60,200,"2018年第３四半期","",""
840,"宅地(土地)","住宅地","23202","愛知県","岡崎市","若松町","岡崎","23",50000000,"510000","","320",160000,"長方形","14.6","","","","","","南","区画街路",6.0,"第１種住居地域",60,200,"2018年第３四半期","",""
841,"宅地(土地)","住宅地","23202","愛知県","岡崎市","若松町","岡崎","20",26000000,"390000","","220",120000,"ほぼ整形","8.5","","","","","その他","南","道路",4.0,"準工業地域",60,200,"2018年第３四半期","",""
842,"宅地(土地)","住宅地","23202","愛知県","岡崎市","若松町","岡崎","20",21000000,"370000","","185",110000,"不整形","6.5","","","","","その他","東","市道",6.0,"第１種住居地域",60,200,"2018年第３四半期","",""
843,"中古マンション等","","23202","愛知県","岡崎市","若松町","岡崎","18",13000000,"","３ＬＤＫ","70",,"","","","平成8年","ＲＣ","住宅","住宅","","",,"準工業地域",60,200,"2018年第３四半期","未改装",""
844,"宅地(土地)","住宅地","23202","愛知県","岡崎市","若松町","岡崎","19",26000000,"390000","","220",120000,"ほぼ整形","11.5","","","","","","南","道路",3.8,"準工業地域",60,200,"2018年第２四半期","",""
845,"宅地(土地)","住宅地","23202","愛知県","岡崎市","若松町","岡崎","19",12000000,"390000","","100",120000,"袋地等","","","","","","","北西","市道",5.0,"第１種住居地域",60,200,"2018年第２四半期","",""
846,"宅地(土地)","住宅地","23202","愛知県","岡崎市","若松町","岡崎","20",21000000,"320000","","220",96000,"袋地等","4.3","","","","","","接面道路無","",,"準工業地域",60,200,"2018年第１四半期","",""
847,"宅地(土地)","住宅地","23202","愛知県","岡崎市","若松町","岡崎","20",18000000,"350000","","165",110000,"ほぼ台形","10.4","","","","","","接面道路無","",,"準工業地域",60,200,"2018年第１四半期","",""
848,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","若松町","岡崎","21",33000000,"","","120",,"ほぼ台形","8.9","100","平成29年","木造","住宅","住宅","南西","市道",3.5,"第１種住居地域",60,200,"2018年第１四半期","",""
849,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","若松町","岡崎","16",41000000,"","","175",,"ほぼ整形","9.0","120","平成28年","木造","住宅","住宅","南東","市道",5.0,"第１種住居地域",60,200,"2018年第１四半期","",""
850,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","若松町","岡崎","18",42000000,"","","290",,"ほぼ正方形","13.1","115","平成30年","木造","住宅","住宅","南","市道",4.0,"準工業地域",60,200,"2018年第１四半期","","私道を含む取引"
851,"中古マンション等","","23202","愛知県","岡崎市","若松町","岡崎","19",9300000,"","３ＬＤＫ","60",,"","","","平成8年","ＲＣ","","住宅","","",,"準工業地域",60,200,"2018年第１四半期","未改装",""
852,"宅地(土地)","住宅地","23202","愛知県","岡崎市","若松東","岡崎","25",26000000,"520000","","165",160000,"ほぼ整形","9.9","","","","","住宅","北東","市道",6.0,"第１種中高層住居専用地域",60,200,"2019年第１四半期","",""
853,"宅地(土地)","住宅地","23202","愛知県","岡崎市","若松東","岡崎","25",18000000,"400000","","150",120000,"長方形","7.3","","","","","住宅","南東","市道",6.0,"第１種中高層住居専用地域",60,200,"2018年第４四半期","",""
854,"宅地(土地)","住宅地","23202","愛知県","岡崎市","若松東","岡崎","29",25000000,"520000","","155",160000,"長方形","7.8","","","","","","南東","市道",6.0,"第１種中高層住居専用地域",60,200,"2018年第４四半期","",""
855,"中古マンション等","","23202","愛知県","岡崎市","若松東","岡崎","26",10000000,"","３ＬＤＫ","70",,"","","","平成20年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第４四半期","未改装",""
856,"宅地(土地と建物)","商業地","23202","愛知県","岡崎市","若宮町","東岡崎","24",42000000,"","","185",,"ほぼ正方形","13.4","110","平成28年","木造","住宅","住宅","北","市道",20.0,"準工業地域",60,200,"2018年第２四半期","",""
857,"宅地(土地)","商業地","23202","愛知県","岡崎市","若宮町","東岡崎","23",49000000,"370000","","430",110000,"不整形","7.5","","","","","その他","北東","市道",12.0,"準工業地域",60,200,"2018年第１四半期","",""
858,"宅地(土地)","住宅地","23202","愛知県","岡崎市","渡町","岡崎","30分?60分",21000000,"260000","","270",79000,"袋地等","","","","","","住宅","北西","市道",5.0,"市街化調整区域",60,200,"2018年第４四半期","",""
859,"宅地(土地と建物)","住宅地","23202","愛知県","岡崎市","渡町","西岡崎","23",800000000,"","","2000㎡以上",,"不整形","50.0m以上","2000㎡以上","平成8年","ＲＣ","その他","事務所","南西","市道",10.0,"市街化調整区域",,,"2018年第１四半期","",""
